SaleID,CustomerID,ProductID,Quantity,TotalAmount,SaleDate,PaymentMethod,StoreLocation,SalesPerson,DeliveryStatus
SALE01309,CUST01841,PROD0779,,,2023-10-24,UPI,,Rhonda Morgan,
SALE01310,CUST09167,PROD0182,,,2025-08-06,,,Mark Haynes,
SALE01311,CUST07435,PROD0460,3,13463.88,,,Online,Alex Graham,Cancelled
SALE01312,CUST03642,PROD0721,,,15-05-2025,UPI,Online,Jessica Schmitt,
SALE01313,CUST02513,PROD0508,2,14542.24,,,Online,Mr. Douglas Rocha,
SALE01314,CUST07092,PROD0144,0,,,,,Kelly Hodges,
SALE01315,CUST06207,PROD0468,4,29342.72,2024-06-09,Debit Card,In-Store,Mr. Eric Wagner PhD,Pending
SALE01316,CUST07221,PROD0590,4,8572.28,,,,Kimberly Nielsen,
SALE01317,CUST03828,PROD0065,,,,UPI,Online,Christopher Smith,Delivered
SALE01318,CUST00722,PROD0054,,,2025-02-17,Cash,,Julia Williams,Pending
SALE01319,CUST10688,PROD0453,,,2025-03-23,Cash,In-Store,Dr. Brenda Vazquez,Pending
SALE01320,CUST11407,PROD0403,5,25489.6,2024-10-29,,In-Store,Ricky Hernandez,Pending
SALE01321,CUST04949,PROD0799,,,26-05-2024,Debit Card,In-Store,Kimberly Jenkins,
SALE01322,CUST11945,PROD0659,,,18-05-2024,,,Jonathan Robinson,
SALE01323,CUST09018,PROD0193,0,,2024-10-26,Cash,,,Delivered
SALE01324,CUST08667,PROD0520,3,22460.13,2024-08-22,UPI,,Taylor Freeman,Cancelled
SALE01325,CUST02185,PROD0519,0,,06-03-2025,,Online,Alyssa Ferguson,Cancelled
SALE01326,CUST02418,PROD0730,2,12156.78,2023-12-15,,,Brendan Arnold,
SALE01327,CUST09936,PROD0307,,,,Credit Card,In-Store,Kevin Jacobs MD,Cancelled
SALE01328,CUST09673,PROD0572,,,10-08-2025,Credit Card,,Kevin Spencer,
SALE01329,CUST09788,PROD0708,,,2024-02-09,Credit Card,,Justin Murphy,Cancelled
SALE01330,CUST09932,PROD0407,3,24439.17,,,Online,Linda Bridges,Delivered
SALE01331,CUST08686,PROD0646,,,,Credit Card,,Dr. Barry Bowers,
SALE01332,CUST07580,PROD0214,,,06-07-2025,UPI,In-Store,,
SALE01333,CUST10064,PROD0586,,,25-03-2025,Debit Card,Online,Mr. Cody Anderson,
SALE01334,CUST02695,PROD0154,,,,,,John Mclaughlin Jr.,Cancelled
SALE01335,CUST04222,PROD0565,4,30505.08,,Credit Card,Online,Diana Thomas,Cancelled
SALE01336,CUST00645,PROD0093,,,2025-05-12,Credit Card,,Rebecca Chavez,Cancelled
SALE01337,CUST10301,PROD0669,0,,,Cash,Online,Michael Smith,Delivered
SALE01338,CUST05878,PROD0539,,,18-07-2025,,Online,Justin Jacobs,Delivered
SALE01339,CUST03188,PROD0776,,,,Cash,,Brandon Valdez,Cancelled
SALE01340,CUST04175,PROD0132,0,,21-08-2023,Debit Card,Online,Robert Alvarado,Cancelled
SALE01341,CUST10483,PROD0242,,,2024-05-14,Debit Card,,Jennifer Mayer,Pending
SALE01342,CUST00006,PROD0660,,,,,,Melanie Bryant DDS,
SALE01343,CUST00149,PROD0531,2,7351.98,2023-09-10,UPI,Online,Daniel Conley,Pending
SALE01344,CUST09940,PROD0253,3,23057.7,2024-03-08,UPI,In-Store,Alicia Contreras,Delivered
SALE01345,CUST07542,PROD0566,,,,Credit Card,,Elizabeth Howell,Cancelled
SALE01346,CUST09279,PROD0390,3,7345.5,,UPI,In-Store,Katrina Calderon,
SALE01347,CUST02251,PROD0492,,,12-01-2024,,,Jesse Houston,Pending
SALE01348,CUST09089,PROD0172,,,,Debit Card,In-Store,Lisa Morris,Cancelled
SALE01349,CUST02788,PROD0616,4,19751.32,2023-10-31,Debit Card,,Cheyenne Floyd,Cancelled
SALE01350,CUST06082,PROD0350,4,965.48,25-02-2024,,,Robert Keller,Pending
SALE01351,CUST09491,PROD0726,,,,,In-Store,Leslie Baker,
SALE01352,CUST00082,PROD0225,,,2025-06-15,,,Ms. Katherine Hill MD,
SALE01353,CUST00158,PROD0341,5,14759.85,,Cash,Online,Judith Elliott,Cancelled
SALE01354,CUST02394,PROD0044,4,6698.28,,,,Elizabeth Orozco,
SALE01355,CUST00353,PROD0004,,,,Credit Card,Online,Scott Burton,
SALE01356,CUST07596,PROD0088,3,27616.23,2024-02-15,Debit Card,In-Store,Susan Hendrix,
SALE01357,CUST05216,PROD0219,,,21-08-2024,UPI,,Nathan Hill,Cancelled
SALE01358,CUST00980,PROD0289,,,2024-09-24,UPI,,James Robinson,Cancelled
SALE01359,CUST06459,PROD0003,0,,,,Online,Karen Rogers,Cancelled
SALE01360,CUST06641,PROD0031,,,2025-04-30,Debit Card,Online,Tanya White,
SALE01361,CUST00198,PROD0092,0,,,Cash,,Martin Silva,Delivered
SALE01362,CUST02467,PROD0356,0,,2024-08-28,Credit Card,,Mindy Cuevas,Cancelled
SALE01363,CUST10507,PROD0636,,,30-07-2024,,,Marissa Moore,Pending
SALE01364,CUST11812,PROD0632,1,90.03,2025-07-31,Credit Card,,Yvonne Leon,Delivered
SALE01365,CUST03121,PROD0148,,,03-05-2025,Credit Card,In-Store,Kurt Reid,Pending
SALE01366,CUST07758,PROD0218,,,,,Online,Garrett Carpenter,
SALE01367,CUST09110,PROD0193,,,2025-08-07,,In-Store,Sean Krueger,
SALE01368,CUST01157,PROD0448,0,,2024-06-28,,,Terry Rosario,Pending
SALE01369,CUST03690,PROD0014,,,09-03-2024,,Online,Jennifer Choi,
SALE01370,CUST00589,PROD0389,1,876.38,,Credit Card,In-Store,Eric Williams,Delivered
SALE01371,CUST04593,PROD0537,,,,Debit Card,In-Store,Yvette Adams,
SALE01372,CUST04923,PROD0264,,,16-10-2024,Credit Card,Online,Darren Braun,Delivered
SALE01373,CUST11139,PROD0717,0,,21-07-2025,Cash,In-Store,Julie Lamb,Pending
SALE01374,CUST09067,PROD0592,,,2024-09-27,Credit Card,Online,Johnathan Boone,Pending
SALE01375,CUST11309,PROD0640,4,809.12,,Debit Card,,Johnny Daniels,Delivered
SALE01376,CUST05712,PROD0365,,,,Cash,Online,Emily Glover,Delivered
SALE01377,CUST05588,PROD0106,,,,UPI,,Duane Wilson,Cancelled
SALE01378,CUST07185,PROD0069,,,2024-03-18,Credit Card,,Colleen Patton,
SALE01379,CUST01851,PROD0122,0,,2025-07-08,,,Dylan Cox,
SALE01380,CUST05661,PROD0347,,,01-02-2025,,,Tyrone Bailey,Delivered
SALE01381,CUST10006,PROD0183,,,2024-07-03,Cash,In-Store,Christopher Walker,
SALE01382,CUST03914,PROD0586,,,2024-12-11,Cash,In-Store,Bryan Espinoza,Delivered
SALE01383,CUST03427,PROD0050,,,2025-05-15,UPI,,Jennifer Cruz,
SALE01384,CUST11677,PROD0359,,,,Credit Card,,Anthony Williamson,Delivered
SALE01385,CUST06049,PROD0476,0,,19-01-2025,Cash,,Elizabeth Jones,
SALE01386,CUST10807,PROD0449,,,,,,Melissa Wheeler,
SALE01387,CUST08233,PROD0662,2,17193.34,2023-09-22,Credit Card,Online,Kyle Scott,Pending
SALE01388,CUST04331,PROD0281,3,29709.12,,Credit Card,,Cristian Wheeler,
SALE01389,CUST11634,PROD0238,,,26-11-2024,Credit Card,,Danielle Schmidt,Delivered
SALE01390,CUST01181,PROD0634,,,2025-07-27,,,Dr. Todd Brooks Jr.,Cancelled
SALE01391,CUST05003,PROD0594,4,1331.72,2025-08-01,,Online,Angela Love,
SALE01392,CUST10286,PROD0153,,,13-07-2025,,,Derrick Barnett,Pending
SALE01393,CUST07154,PROD0768,0,,2024-11-14,Cash,,Angela Spencer,Pending
SALE01394,CUST04833,PROD0266,2,12018.76,27-11-2024,Cash,,Lauren Edwards,Delivered
SALE01395,CUST01369,PROD0685,,,22-05-2024,,In-Store,Victoria Nguyen,
SALE01396,CUST11938,PROD0245,2,16530.72,21-07-2025,,In-Store,Christine Gonzalez,Cancelled
SALE01397,CUST03238,PROD0392,0,,08-02-2025,,Online,Monique Wilson,
SALE01398,CUST11707,PROD0562,,,,Cash,,Kristina Horton,Delivered
SALE01399,CUST08655,PROD0043,,,,Cash,In-Store,Carrie Howard,
SALE01400,CUST11587,PROD0369,,,2025-08-03,,,Kirk Rios,Delivered
SALE01401,CUST02121,PROD0723,,,2025-01-13,UPI,,Jordan Romero,Cancelled
SALE01402,CUST11236,PROD0686,,,06-04-2024,Cash,Online,Michele Peters,
SALE01403,CUST05231,PROD0718,,,20-02-2024,Cash,,John Hoffman,Pending
SALE01404,CUST04053,PROD0231,,,05-08-2024,,,Laura Flores,Delivered
SALE01405,CUST07038,PROD0411,4,36213.44,03-07-2025,,,Tara Chan,
SALE01406,CUST10313,PROD0765,,,23-05-2024,UPI,,John Perez,
SALE01407,CUST05883,PROD0722,,,15-04-2024,UPI,In-Store,Jesus Duran,
SALE01408,CUST02375,PROD0501,,,2025-03-06,Debit Card,,Carol Wright,Pending
SALE01409,CUST04456,PROD0158,0,,2024-11-27,Cash,In-Store,Michael Mejia,Pending
SALE01410,CUST06389,PROD0438,0,,08-08-2024,Cash,Online,Anne Delgado,Cancelled
SALE01411,CUST01511,PROD0409,4,15163.92,21-11-2023,Debit Card,Online,Patricia Rosales,
SALE01412,CUST08015,PROD0665,2,5821.0,,UPI,Online,Brian Contreras,Delivered
SALE01413,CUST02026,PROD0483,,,2024-12-01,UPI,Online,Donna Chavez,
SALE01414,CUST09976,PROD0491,2,5700.2,02-01-2025,Debit Card,,Emma Morales,
SALE01415,CUST03523,PROD0380,0,,2024-08-11,,,Theresa Cruz,
SALE01416,CUST06262,PROD0370,,,2023-12-09,UPI,,Nathan Howard,Cancelled
SALE01417,CUST09141,PROD0242,4,38771.24,,Cash,,Tina Hawkins,Cancelled
SALE01418,CUST02410,PROD0123,,,24-07-2024,UPI,Online,Rebecca Roy,Cancelled
SALE01419,CUST06016,PROD0545,1,9680.75,11-05-2024,Debit Card,,Ryan Schultz,Pending
SALE01420,CUST10508,PROD0584,0,,,,Online,Veronica Wall,Delivered
SALE01421,CUST05312,PROD0129,,,13-10-2024,,,Timothy Rose,Cancelled
SALE01422,CUST09772,PROD0764,0,,2024-03-04,Credit Card,,Brett Moore,
SALE01423,CUST04400,PROD0674,,,,Debit Card,In-Store,Justin Gonzalez,
SALE01424,CUST06711,PROD0609,,,,Credit Card,,Tina Watson,Pending
SALE01425,CUST10691,PROD0098,0,,2024-11-05,,,Tammy Cabrera,Pending
SALE01426,CUST11514,PROD0715,2,5230.48,07-09-2024,Debit Card,In-Store,Ann Herrera,
SALE01427,CUST06221,PROD0788,3,4691.34,09-11-2023,,In-Store,Julie Everett,Delivered
SALE01428,CUST09654,PROD0683,0,,27-07-2024,Cash,Online,Deborah Williams,Cancelled
SALE01429,CUST06199,PROD0036,0,,17-08-2024,Credit Card,,Andrew Townsend,Cancelled
SALE01430,CUST06532,PROD0238,2,5498.94,,,,Megan Santiago,Cancelled
SALE01431,CUST06707,PROD0100,3,29481.57,21-05-2024,,Online,Andrea Stokes,Cancelled
SALE01432,CUST07483,PROD0182,1,3688.01,2024-08-29,Credit Card,,Michelle Sexton,Pending
SALE01433,CUST00328,PROD0499,0,,,Debit Card,Online,Logan Rowe DDS,
SALE01434,CUST00671,PROD0124,,,2024-06-08,Cash,In-Store,Richard Hughes,Pending
SALE01435,CUST11403,PROD0698,,,2024-06-19,,,Virginia Barrett,
SALE01436,CUST04049,PROD0125,,,09-07-2024,Debit Card,,Kristina Dean,
SALE01437,CUST09091,PROD0150,4,23092.4,17-07-2024,,,Dawn Bradley,Pending
SALE01438,CUST08263,PROD0687,0,,19-02-2025,,,William Wilcox,Delivered
SALE01439,CUST04185,PROD0356,0,,,UPI,In-Store,Sarah Sosa,
SALE01440,CUST07988,PROD0287,,,2024-05-31,Debit Card,,Valerie Henry,
SALE01441,CUST07819,PROD0266,,,,Credit Card,In-Store,Michelle Allen,Delivered
SALE01442,CUST10226,PROD0673,,,,Credit Card,,Michael Griffin,
SALE01443,CUST05875,PROD0422,,,,,Online,Rose Woodard,Cancelled
SALE01444,CUST03536,PROD0644,2,19930.8,,,In-Store,Timothy Rojas,
SALE01445,CUST11302,PROD0102,,,2025-03-26,UPI,,Christopher Allison,Pending
SALE01446,CUST10003,PROD0784,,,10-06-2025,,Online,John Soto,Cancelled
SALE01447,CUST10587,PROD0754,3,5066.97,,Credit Card,,Paul Perez,
SALE01448,CUST07394,PROD0220,,,15-07-2025,,,Meghan Brown,Pending
SALE01449,CUST11423,PROD0103,,,26-03-2024,UPI,,Melissa Chen,Cancelled
SALE01450,CUST11620,PROD0456,1,4953.93,19-09-2024,Credit Card,In-Store,Felicia Nguyen,
SALE01451,CUST02644,PROD0060,2,16623.42,2025-05-26,,In-Store,Martin Hughes,
SALE01452,CUST04952,PROD0775,,,05-08-2024,Cash,,Daniel Love,
SALE01453,CUST10365,PROD0624,,,2024-08-21,UPI,,Jeffrey Bishop,Cancelled
SALE01454,CUST02432,PROD0481,5,37850.35,2025-06-05,Credit Card,In-Store,Robert Decker,Cancelled
SALE01455,CUST00513,PROD0608,0,,,UPI,In-Store,Rachel House,
SALE01456,CUST01638,PROD0102,3,1762.8,,UPI,,Patricia Rocha,
SALE01457,CUST10764,PROD0137,5,30405.4,22-05-2024,,,Alex King,Cancelled
SALE01458,CUST06228,PROD0645,3,20018.82,24-08-2023,,In-Store,Maria Moore,Cancelled
SALE01459,CUST04109,PROD0173,,,15-07-2024,Credit Card,In-Store,David Wilson,Cancelled
SALE01460,CUST04945,PROD0736,,,23-03-2024,,Online,Tracy Pierce,Cancelled
SALE01461,CUST05707,PROD0343,0,,2023-11-29,,Online,Christopher Pena,
SALE01462,CUST11167,PROD0659,0,,,,Online,Sherri Meyer,
SALE01463,CUST11587,PROD0595,0,,2025-02-13,Credit Card,,Christina Williams,
SALE01464,CUST08551,PROD0071,4,3290.72,10-01-2024,,,Andrew Walker,Delivered
SALE01465,CUST05946,PROD0600,0,,06-10-2024,Debit Card,In-Store,Julia Bennett,Delivered
SALE01466,CUST06974,PROD0547,0,,2024-03-31,,,Dylan Vaughn,Pending
SALE01467,CUST00152,PROD0594,,,,UPI,,Vanessa Delgado,
SALE01468,CUST06304,PROD0600,,,2025-05-25,UPI,Online,Eduardo Jimenez,
SALE01469,CUST05051,PROD0678,,,,Debit Card,In-Store,Cheryl Williams,
SALE01470,CUST00971,PROD0323,4,31031.88,12-05-2025,UPI,In-Store,Ashlee Robinson,
SALE01471,CUST08777,PROD0261,0,,2025-08-01,Credit Card,,,Pending
SALE01472,CUST02947,PROD0334,,,2025-05-13,Cash,,Jeffrey Cook,Delivered
SALE01473,CUST07830,PROD0788,,,,Debit Card,,,Delivered
SALE01474,CUST11855,PROD0770,,,2025-06-05,Credit Card,,Christy Bennett,
SALE01475,CUST02389,PROD0610,0,,,,In-Store,Peggy Weber,Pending
SALE01476,CUST10583,PROD0430,4,25968.92,,Cash,Online,Raven Mills,Delivered
SALE01477,CUST00017,PROD0639,,,,Debit Card,,Alexander Davis,Pending
SALE01478,CUST06168,PROD0344,0,,18-03-2025,Credit Card,,Laura Brooks,
SALE01479,CUST00128,PROD0305,,,2025-08-10,Cash,Online,Gabriella Kennedy,Pending
SALE01480,CUST11664,PROD0326,1,6802.5,2023-11-23,Cash,,Kelly Vazquez,
SALE01481,CUST09223,PROD0405,0,,2025-04-15,Cash,,Robin Johnson,Cancelled
SALE01482,CUST01990,PROD0243,,,,,,Kelsey Ward,
SALE01483,CUST09044,PROD0599,1,,2024-11-16,Credit Card,Online,Anthony Best,
SALE01484,CUST02213,PROD0156,2,19004.02,2023-09-01,Credit Card,,Michael Hensley,Cancelled
SALE01485,CUST03282,PROD0776,,,2024-10-02,,,,Delivered
SALE01486,CUST09010,PROD0587,,,2024-04-29,,,Kerri Chen,
SALE01487,CUST09356,PROD0304,,,2023-11-03,Cash,,Evan Wilcox,Delivered
SALE01488,CUST10359,PROD0764,0,,2024-05-29,,Online,Marc Gonzalez,Delivered
SALE01489,CUST09285,PROD0416,0,,2024-01-16,UPI,In-Store,Caroline Smith,Delivered
SALE01490,CUST01736,PROD0501,,,2025-01-22,UPI,Online,Anthony Baker,Pending
SALE01491,CUST10015,PROD0223,,,,Debit Card,In-Store,Eric Cole,Cancelled
SALE01492,CUST09836,PROD0515,,,2024-05-14,Cash,Online,Paul Holder,Pending
SALE01493,CUST02034,PROD0184,3,25473.15,2024-04-09,Cash,Online,Rick Porter,
SALE01494,CUST05035,PROD0391,0,,29-11-2024,Debit Card,,Tyler Rangel,
SALE01495,CUST05259,PROD0440,3,10414.83,2025-04-02,Debit Card,In-Store,George Rose,Cancelled
SALE01496,CUST11864,PROD0652,0,,2025-02-17,UPI,Online,Kelly Boyer,Delivered
SALE01497,CUST11308,PROD0439,,,2024-03-01,Credit Card,In-Store,Sabrina Sullivan,
SALE01498,CUST02001,PROD0242,0,,2024-09-06,UPI,,John Baker,Cancelled
SALE01499,CUST08546,PROD0047,5,28250.1,14-03-2024,Credit Card,In-Store,Joshua Paul,Delivered
SALE01500,CUST09482,PROD0119,,,2025-04-29,,,,
SALE01501,CUST02816,PROD0176,4,23817.44,,,,Jeremy Washington,
SALE01502,CUST01534,PROD0725,,,,Cash,Online,David Pope,Cancelled
SALE01503,CUST01292,PROD0652,2,10066.12,,,,Brian White,Cancelled
SALE01504,CUST09501,PROD0766,4,30081.6,,Credit Card,Online,Joseph Gray,Pending
SALE01505,CUST04078,PROD0299,,,23-06-2025,,Online,Caleb Hernandez,Delivered
SALE01506,CUST05530,PROD0156,,,,UPI,,Terry Hutchinson,Pending
SALE01507,CUST07476,PROD0213,,,,,,Robert Bradford,Pending
SALE01508,CUST08098,PROD0367,2,6672.36,,,,Corey Rodgers,Pending
SALE01509,CUST10291,PROD0373,,,,,In-Store,Brian Johnson,
SALE01510,CUST06232,PROD0488,,,01-05-2024,Debit Card,In-Store,Andrew Beltran,
SALE01511,CUST11214,PROD0180,1,8169.67,29-07-2025,UPI,Online,Kyle Reed,Delivered
SALE01512,CUST09045,PROD0747,,,2024-07-01,,,,
SALE01513,CUST04018,PROD0121,0,,,Credit Card,,,
SALE01514,CUST08080,PROD0204,0,,2024-10-27,,,Dana Pearson,
SALE01515,CUST01837,PROD0112,0,,2023-11-21,Credit Card,In-Store,,Cancelled
SALE01516,CUST11748,PROD0368,1,,,UPI,In-Store,Stephanie Sanchez,Pending
SALE01517,CUST10466,PROD0655,,,,Cash,Online,Jo Thomas,
SALE01518,CUST06814,PROD0675,0,,2024-08-18,Debit Card,In-Store,Michael Brown,Cancelled
SALE01519,CUST10248,PROD0600,,,2025-02-08,Debit Card,,Randy Graham,Cancelled
SALE01520,CUST04378,PROD0796,2,9004.8,01-06-2024,UPI,In-Store,Michelle Johnson,
SALE01521,CUST07760,PROD0518,,,27-07-2025,Cash,,Brandon Sheppard,
SALE01522,CUST10631,PROD0755,2,8503.8,20-07-2024,Debit Card,In-Store,Jerry Hughes,Delivered
SALE01523,CUST02476,PROD0409,1,3790.98,2025-06-26,Cash,Online,Jared Good,Cancelled
SALE01524,CUST10165,PROD0363,0,,2024-06-23,,Online,Savannah Richards,Pending
SALE01525,CUST08620,PROD0257,0,,,Credit Card,In-Store,Douglas Castro,
SALE01526,CUST04766,PROD0418,,,13-10-2023,Cash,,Paul Ruiz,Cancelled
SALE01527,CUST10907,PROD0750,0,,25-02-2024,,In-Store,Nicholas Williams,
SALE01528,CUST01260,PROD0219,4,13560.44,2024-08-02,Credit Card,,Randy York,Cancelled
SALE01529,CUST10931,PROD0089,,,28-12-2023,Debit Card,,Tony Collins,Pending
SALE01530,CUST07333,PROD0021,0,,,Credit Card,Online,Greg Scott,
SALE01531,CUST10178,PROD0573,,,11-02-2025,UPI,,Jacob Weeks,Cancelled
SALE01532,CUST06451,PROD0552,0,,14-03-2025,Debit Card,,Wesley Daniels,
SALE01533,CUST07193,PROD0437,,,16-02-2024,Credit Card,,Michelle Alvarez,
SALE01534,CUST01152,PROD0256,,,,Cash,In-Store,Miranda Brown,Delivered
SALE01535,CUST00400,PROD0165,0,,27-04-2024,Credit Card,,Dakota Merritt,Cancelled
SALE01536,CUST03157,PROD0563,,,,Credit Card,Online,Richard Kaufman,Pending
SALE01537,CUST06710,PROD0361,,,,UPI,,Kayla Mills,
SALE01538,CUST08685,PROD0247,,,,UPI,,Andrew Owens,
SALE01539,CUST06891,PROD0751,,,10-06-2025,Debit Card,Online,Brady Bryant,Cancelled
SALE01540,CUST01442,PROD0570,,,,,In-Store,,Delivered
SALE01541,CUST04555,PROD0480,,,28-11-2023,,Online,Anthony Jackson,Cancelled
SALE01542,CUST02027,PROD0726,0,,2025-01-25,Credit Card,In-Store,Jonathan Mendoza,Pending
SALE01543,CUST02210,PROD0727,,,2023-12-22,UPI,In-Store,Fernando Singleton,
SALE01544,CUST08604,PROD0271,4,,,,,Lindsey Williams,
SALE01545,CUST04319,PROD0061,,,2025-04-09,Debit Card,,Victoria Foster,
SALE01546,CUST05613,PROD0098,5,16841.8,31-12-2023,Cash,In-Store,James Espinoza,Cancelled
SALE01547,CUST06062,PROD0308,,,2025-04-17,Cash,In-Store,Katelyn Norton,Pending
SALE01548,CUST07573,PROD0420,,,03-06-2024,Debit Card,Online,Anna Conner,
SALE01549,CUST07484,PROD0447,2,3798.4,,Cash,,Jay Boyer,
SALE01550,CUST02515,PROD0310,,,,Credit Card,,Jennifer Williams,
SALE01551,CUST04103,PROD0368,3,,2024-07-27,UPI,,Katherine Jones,
SALE01552,CUST08018,PROD0100,1,9827.19,2024-01-21,,,Connie Fischer,Delivered
SALE01553,CUST08185,PROD0444,1,9955.42,,,Online,Kathryn Boyle,Delivered
SALE01554,CUST09454,PROD0603,0,,09-03-2024,Cash,,Kevin Palmer,
SALE01555,CUST09539,PROD0038,0,,,,In-Store,Amanda Green,
SALE01556,CUST08669,PROD0577,4,30371.88,,Cash,,,
SALE01557,CUST07856,PROD0279,,,,Debit Card,Online,Andrew Sanchez,Pending
SALE01558,CUST01020,PROD0041,,,,,In-Store,,Pending
SALE01559,CUST07116,PROD0176,0,,2024-03-06,UPI,Online,Anthony Russell,Cancelled
SALE01560,CUST05477,PROD0346,3,23865.9,2023-11-20,UPI,In-Store,Kenneth Mckee,Delivered
SALE01561,CUST04711,PROD0179,,,2024-10-24,Debit Card,Online,Kevin Ray,Delivered
SALE01562,CUST05935,PROD0753,4,20008.68,2024-02-26,Cash,,Amanda Kim,Pending
SALE01563,CUST11545,PROD0774,1,8133.57,,Cash,,Vincent Cruz,
SALE01564,CUST08768,PROD0481,4,30280.28,21-07-2025,Credit Card,,Angela Mercado,Delivered
SALE01565,CUST11780,PROD0412,5,20454.35,2023-09-22,UPI,,Kathy Daniel,
SALE01566,CUST09698,PROD0220,5,31412.55,29-03-2025,,Online,Teresa Keith,
SALE01567,CUST05848,PROD0473,5,20764.0,23-09-2023,Credit Card,,Caroline Johnson,
SALE01568,CUST03919,PROD0291,0,,26-02-2025,,,Douglas Diaz,Pending
SALE01569,CUST11543,PROD0788,,,26-07-2025,,,Jason Griffin,Pending
SALE01570,CUST09218,PROD0192,,,02-07-2025,Cash,,Jasmine Salazar,
SALE01571,CUST06694,PROD0434,0,,2024-12-24,,,Megan Hopkins,Delivered
SALE01572,CUST06461,PROD0144,,,2025-04-19,Cash,In-Store,Jeffrey Ritter,
SALE01573,CUST00016,PROD0430,,,14-11-2023,,In-Store,Christina Bullock,
SALE01574,CUST03994,PROD0687,,,,Credit Card,,Matthew Scott,
SALE01575,CUST10877,PROD0221,,,15-11-2023,UPI,,Dennis Frank,Pending
SALE01576,CUST02952,PROD0311,3,4726.17,,,In-Store,Terrence Drake,Delivered
SALE01577,CUST08906,PROD0472,,,2024-04-19,Credit Card,In-Store,Glenn Stewart,
SALE01578,CUST05101,PROD0245,0,,15-04-2024,,In-Store,Frank Carter,Cancelled
SALE01579,CUST09805,PROD0786,2,2918.26,16-03-2024,Cash,,Teresa Smith,Pending
SALE01580,CUST10979,PROD0585,4,34359.6,,Credit Card,In-Store,Roy Rhodes,Pending
SALE01581,CUST11349,PROD0785,,,2024-09-22,,Online,Bobby Williams,Pending
SALE01582,CUST10450,PROD0701,4,35307.6,17-02-2024,UPI,Online,Jill James,Delivered
SALE01583,CUST03173,PROD0068,,,12-12-2023,,Online,Colton Brooks,Delivered
SALE01584,CUST04255,PROD0030,0,,2025-04-06,Debit Card,In-Store,Katherine Harrington,Pending
SALE01585,CUST01876,PROD0072,,,,,Online,Robert Murray,
SALE01586,CUST10350,PROD0153,2,17610.58,07-06-2025,UPI,Online,Vanessa Schmidt,Delivered
SALE01587,CUST07771,PROD0352,4,5345.72,18-05-2025,Debit Card,,Stacey Collins,Delivered
SALE01588,CUST01447,PROD0494,,,2024-11-01,Credit Card,Online,Kevin Lopez,Delivered
SALE01589,CUST11422,PROD0500,0,,,Debit Card,Online,,Cancelled
SALE01590,CUST04673,PROD0446,0,,2024-11-02,,,Brian Wise,Pending
SALE01591,CUST04444,PROD0050,1,622.44,,Debit Card,In-Store,Emily Waller,
SALE01592,CUST07547,PROD0055,0,,22-02-2025,,In-Store,Amanda Powell,Delivered
SALE01593,CUST02839,PROD0421,,,,Debit Card,Online,Laura Gill,
SALE01594,CUST08690,PROD0218,,,27-01-2025,,,Jillian Foster,Delivered
SALE01595,CUST06043,PROD0778,,,,Credit Card,,Trevor Williams,
SALE01596,CUST05310,PROD0102,0,,30-05-2024,,In-Store,,
SALE01597,CUST09005,PROD0694,4,33040.64,02-03-2024,,In-Store,Elizabeth Glenn,
SALE01598,CUST04151,PROD0561,,,10-04-2024,Cash,,Catherine Stone,
SALE01599,CUST06592,PROD0002,1,4290.22,2023-12-04,,In-Store,Ethan Mckinney,Delivered
SALE01600,CUST09709,PROD0780,0,,17-06-2024,Cash,,Ross Murphy,Cancelled
SALE01601,CUST00228,PROD0037,1,1012.78,2025-08-08,Credit Card,In-Store,,Pending
SALE01602,CUST08829,PROD0234,,,,,Online,Anna Wilson,
SALE01603,CUST08324,PROD0093,5,45420.65,2024-12-27,UPI,,Martha Lambert,Pending
SALE01604,CUST02704,PROD0300,,,,Debit Card,Online,William Watts,Delivered
SALE01605,CUST06373,PROD0629,1,5770.96,2025-01-08,UPI,Online,Jennifer Walker,Pending
SALE01606,CUST11171,PROD0776,,,2025-02-23,,Online,Thomas Richardson,Pending
SALE01607,CUST07254,PROD0451,,,2024-12-26,,,Paul Taylor,Delivered
SALE01608,CUST09050,PROD0446,,,27-09-2023,,,Jonathan Miller,
SALE01609,CUST10334,PROD0304,,,2025-05-04,Cash,,Jennifer Sanchez,
SALE01610,CUST11320,PROD0190,,,28-04-2024,,,Derek Marquez,
SALE01611,CUST11933,PROD0731,0,,,,,Rachel Clark,Delivered
SALE01612,CUST09459,PROD0596,5,32905.2,2024-05-14,,In-Store,Brenda Perkins,Pending
SALE01613,CUST03177,PROD0384,,,14-04-2025,,,Heather Thomas,
SALE01614,CUST08665,PROD0263,0,,2025-07-11,Credit Card,,Michael Davis,Cancelled
SALE01615,CUST10839,PROD0357,,,2023-12-20,Debit Card,Online,Paul Duncan,Delivered
SALE01616,CUST04373,PROD0092,,,15-10-2024,Cash,,Lisa Hobbs,Cancelled
SALE01617,CUST11546,PROD0420,,,12-09-2024,Cash,Online,Lisa Ross,Pending
SALE01618,CUST11877,PROD0488,0,,,,,James Moran,
SALE01619,CUST06627,PROD0593,,,07-12-2023,Cash,In-Store,Andrew Faulkner,Pending
SALE01620,CUST10382,PROD0602,,,,Cash,Online,Ryan Lara,Delivered
SALE01621,CUST09226,PROD0609,2,606.88,01-11-2023,Debit Card,,Tammy Palmer,Cancelled
